(-993225458979902109, 35) 1 | (35, 993225458979902109) 6
(-79152663001, 3026) 4 | (3026, 79152663001) 3
(-78346062457, 90454719170) 51 | (90454719170, 78346062457) 248
(-77829543935, 63553012792) 1 | (63553012792, 77829543935) 4
(-77591340031, 85875329582) 3 | (85875329582, 77591340031) 4
(-77472189870, 954243687671) 3 | (954243687671, 77472189870) 2
(-77338801947, 116831718188590) 2 | (116831718188590, 77338801947) 2
(-76874671963, 9718) 1 | (9718, 76874671963) 4
(-76819396697, 7424267287977) 6 | (7424267287977, 76819396697) 0
(-76760981993, 68367367064) 2 | (68367367064, 76760981993) 4
(-76552222977, 1) 2 | (1, 76552222977) 3
(-76437417567, 70143168173) 5 | (70143168173, 76437417567) 7
(-75821495269, 101) 5 | (101, 75821495269) 3
(-75577555805, 86854351246) 64 | (86854351246, 75577555805) 27
(-75435085591, 57600694565) 1 | (57600694565, 75435085591) 8
(-74643715448, 39) 3 | (39, 74643715448) 3
(-74622688769, 24470768) 1 | (24470768, 74622688769) 4
(-74603860355, 2) 1 | (2, 74603860355) 1
(-74562019443, 6818) 9 | (6818, 74562019443) 1
(-74266864791, 55694357963) 8 | (55694357963, 74266864791) 1
(-73976653293, 605) 4 | (605, 73976653293) 15
(-73698725467, 766583007710073886) 4 | (766583007710073886, 73698725467) 4
(-73554679181, 109226647879) 77 | (109226647879, 73554679181) 0
(-73498494031, 154) 1 | (154, 73498494031) 3
(-73082526017, 196026411992165195) 5 | (196026411992165195, 73082526017) 1
(-72775322877, 36270551003) 3 | (36270551003, 72775322877) 2
(-72616823975, 61294903992) 1 | (61294903992, 72616823975) 3
(-72068261415, 8474483516321) 3 | (8474483516321, 72068261415) 2
(-71840639173, 2775) 6 | (2775, 71840639173) 1
(-71705329114, 51230269175) 1 | (51230269175, 71705329114) 1
(-71638171442, 6500707) 1 | (6500707, 71638171442) 1
(-71058790687, 359507618310) 1 | (359507618310, 71058790687) 7
(-70971795635, 9107913445740131) 3 | (9107913445740131, 70971795635) 5
(-70784169412, 92302518733) 1 | (92302518733, 70784169412) 2
(-70137430437, 644) 6 | (644, 70137430437) 2
(-69378670566, 6925) 1 | (6925, 69378670566) 7
(-69108564865, 216496469244) 469 | (216496469244, 69108564865) 0
(-68825530635, 251700335570582711) 2 | (251700335570582711, 68825530635) 3
(-68611395705, 21086252423) 3 | (21086252423, 68611395705) 7
(-68452158843, 107174175431) 10 | (107174175431, 68452158843) 0
(-67867267043, 518169) 2 | (518169, 67867267043) 2
(-67855139624, 455) 1 | (455, 67855139624) 8
(-67728678954, 129928718365) 1 | (129928718365, 67728678954) 1
(-67656241565, 5695296185061507) 3 | (5695296185061507, 67656241565) 3
(-67572921446, 54348167568245) 3 | (54348167568245, 67572921446) 2
(-67163721329, 123840197595) 2 | (123840197595, 67163721329) 2
(-67094988536, 77510889969) 5 | (77510889969, 67094988536) 4
(-65471461554, 54340439) 29 | (54340439, 65471461554) 83
(-64943040632, 84943380747) 14 | (84943380747, 64943040632) 30
(-64463287634, 367352851) 10 | (367352851, 64463287634) 0
(-63156763008, 1) 4 | (1, 63156763008) 1
(-63058939592, 54435959) 9 | (54435959, 63058939592) 0
(-62779611061, 24115386989) 54 | (24115386989, 62779611061) 18
(-62539051444, 300723423) 1 | (300723423, 62539051444) 1
(-62400003733, 84485721023) 4 | (84485721023, 62400003733) 0
(-61958850048, 935583355789) 2 | (935583355789, 61958850048) 1
(-60937523913, 187779495710158) 3 | (187779495710158, 60937523913) 1
(-59967673133, 8817042339232779) 5 | (8817042339232779, 59967673133) 4
(-59955205819, 1066935171) 4 | (1066935171, 59955205819) 1
(-59772705627, 91238239498) 8 | (91238239498, 59772705627) 0
(-59742319159, 37384870418) 2 | (37384870418, 59742319159) 7
(-59429277667, 3989500425) 1 | (3989500425, 59429277667) 4
(-58344286033, 58109398335) 1 | (58109398335, 58344286033) 3
(-58278592529, 522220709) 1 | (522220709, 58278592529) 5
(-57963237849, 121206354856) 1 | (121206354856, 57963237849) 1
(-57686049472, 30406569665) 5 | (30406569665, 57686049472) 5
(-57563427817, 3076) 4 | (3076, 57563427817) 5
(-56933618944, 95096632015) 2 | (95096632015, 56933618944) 7
(-56505185921, 330377942622) 3 | (330377942622, 56505185921) 1
(-55451215993, 72627692926) 9 | (72627692926, 55451215993) 0
(-54802812404, 85198165831) 18 | (85198165831, 54802812404) 17
(-53387325211, 8565292660) 1 | (8565292660, 53387325211) 3
(-53248120872, 85646664865) 2 | (85646664865, 53248120872) 7
(-53131398036, 92644914709) 1 | (92644914709, 53131398036) 2
(-52890607423, 28) 4 | (28, 52890607423) 5
(-52717743224, 67921800303) 4 | (67921800303, 52717743224) 1
(-52712592662, 1) 5 | (1, 52712592662) 1
(-52707871301, 95) 7 | (95, 52707871301) 0
(-52544106753, 48199913363) 3 | (48199913363, 52544106753) 4
(-51875179390, 359542623441) 1 | (359542623441, 51875179390) 1
(-51252477594, 7) 2 | (7, 51252477594) 3
(-50746683752, 26185757416535) 6 | (26185757416535, 50746683752) 0
(-50469224147, 6341338) 2 | (6341338, 50469224147) 8
(-49786218595, 216761128750544801) 1 | (216761128750544801, 49786218595) 1
(-49437604618, 32238979535) 3 | (32238979535, 49437604618) 5
(-48739177770, 2126770520003) 7 | (2126770520003, 48739177770) 2
(-48564903399, 44113) 9 | (44113, 48564903399) 1
(-47938231723, 320545) 313 | (320545, 47938231723) 16
(-47857443525, 16145599699) 2 | (16145599699, 47857443525) 4
(-47617883763, 391) 14 | (391, 47617883763) 41
(-47350999167, 33078560) 1 | (33078560, 47350999167) 7
(-47349130968, 170570332993) 1 | (170570332993, 47349130968) 0
(-47318424132, 43590529) 4 | (43590529, 47318424132) 3
(-47200979741, 2320139977639) 2 | (2320139977639, 47200979741) 6
(-47198966863, 214942389167) 1 | (214942389167, 47198966863) 1
(-46737700548, 37324360195) 2 | (37324360195, 46737700548) 4
(-46543587817, 158081817432469) 1 | (158081817432469, 46543587817) 4
(-46500408023, 1188878282) 21 | (1188878282, 46500408023) 65
(-46301171170, 57) 8 | (57, 46301171170) 1
(-46290078284, 1371913) 3 | (1371913, 46290078284) 1
(-46036487514, 1) 5 | (1, 46036487514) 5
(-45822462521, 87774693372) 4 | (87774693372, 45822462521) 15
(-45519932495, 12949966846494763) 1 | (12949966846494763, 45519932495) 5
(-45353987996, 71514052913) 4 | (71514052913, 45353987996) 1
(-45297184473, 3812974907536) 2 | (3812974907536, 45297184473) 2
(-45278992935, 2203) 2 | (2203, 45278992935) 6
(-44543703910, 3003876298804509) 10 | (3003876298804509, 44543703910) 0
(-44461682713, 340636) 2 | (340636, 44461682713) 1
(-44065444697, 219725086098) 7 | (219725086098, 44065444697) 1
(-43899157769, 291470552546043219) 1 | (291470552546043219, 43899157769) 0
(-43896424613, 61002738443) 4 | (61002738443, 43896424613) 1
(-43799269211, 230043191137707) 4 | (230043191137707, 43799269211) 1
(-42737877665, 70853501456) 2 | (70853501456, 42737877665) 3
(-42485734535, 30637746644) 2 | (30637746644, 42485734535) 1
(-42428958819, 20550544049) 49 | (20550544049, 42428958819) 14
(-42394381092, 59) 2 | (59, 42394381092) 1
(-42376206263, 46644330047) 26 | (46644330047, 42376206263) 74
(-42117463659, 16838354492) 6 | (16838354492, 42117463659) 0
(-41998122476, 1072974937656795) 4 | (1072974937656795, 41998122476) 3
(-41780889949, 92014762717732) 2 | (92014762717732, 41780889949) 2
(-41724213168, 78078062951) 1 | (78078062951, 41724213168) 8
(-41666173592, 22016971679321099) 3 | (22016971679321099, 41666173592) 7
(-41534280745, 4829691926) 1 | (4829691926, 41534280745) 6
(-41028232837, 941854733041521) 3 | (941854733041521, 41028232837) 7
(-40039525596, 93996301811) 2 | (93996301811, 40039525596) 2
(-39611239288, 32948361259) 16 | (32948361259, 39611239288) 3
(-39590432746, 22139915) 3 | (22139915, 39590432746) 5
(-39159855912, 25712751863) 7 | (25712751863, 39159855912) 2
(-38455964369, 159164909168) 9 | (159164909168, 38455964369) 1
(-38437042239, 33615933196) 3 | (33615933196, 38437042239) 1
(-38125115995, 76151097904) 2 | (76151097904, 38125115995) 5
(-37788655025, 6062433243) 1 | (6062433243, 37788655025) 4
(-37440196108, 691) 6 | (691, 37440196108) 4
(-37114803193, 2563421082) 5 | (2563421082, 37114803193) 3
(-36420885377, 38285928611) 5 | (38285928611, 36420885377) 2
(-36075790955, 19355398848) 2 | (19355398848, 36075790955) 3
(-35816325948, 86364887405) 2 | (86364887405, 35816325948) 7
(-35741336898, 13444255415) 2 | (13444255415, 35741336898) 1
(-35738011169, 81035386410) 2 | (81035386410, 35738011169) 2
(-35653074470, 62620529287) 6 | (62620529287, 35653074470) 0
(-35261729967, 4) 5 | (4, 35261729967) 5
(-34807520144, 1957810910565) 1 | (1957810910565, 34807520144) 4
(-34650451447, 30622641269) 13 | (30622641269, 34650451447) 22
(-34221474301, 154356176176) 1 | (154356176176, 34221474301) 4
(-33916352536, 245337216321) 1 | (245337216321, 33916352536) 8
(-32974814293, 25648327278) 2 | (25648327278, 32974814293) 3
(-32744433713, 48656036321) 2 | (48656036321, 32744433713) 2
(-32640933448, 37) 3 | (37, 32640933448) 2
(-32572234328, 3023004955335) 357 | (3023004955335, 32572234328) 493
(-32571574227, 39634345418) 2 | (39634345418, 32571574227) 2
(-32357030637, 44516) 1 | (44516, 32357030637) 5
(-32008882919, 32896342647) 4 | (32896342647, 32008882919) 2
(-31892472039, 1182525524039239) 4 | (1182525524039239, 31892472039) 2
(-31379805051, 30208317074) 2 | (30208317074, 31379805051) 1
(-31340833139, 40901679025) 2 | (40901679025, 31340833139) 4
(-31329124423, 36200494696) 16 | (36200494696, 31329124423) 21
(-31182890186, 13175716959) 6 | (13175716959, 31182890186) 1
(-31142452625, 4494603019742901) 3 | (4494603019742901, 31142452625) 2
(-30990383735, 21085200192) 9 | (21085200192, 30990383735) 0
(-30843652677, 648726374) 2 | (648726374, 30843652677) 71
(-30802674213, 322060713762686665) 2 | (322060713762686665, 30802674213) 17
(-30387230795, 48) 4 | (48, 30387230795) 2
(-30194601196, 20014460547) 1 | (20014460547, 30194601196) 2
(-29543694257, 967) 1 | (967, 29543694257) 8
(-29239128873, 3522097) 7 | (3522097, 29239128873) 2
(-29238063511, 4036373760955) 1 | (4036373760955, 29238063511) 5
(-29214118877, 36485896642) 3 | (36485896642, 29214118877) 7
(-29016076465, 678925689612) 3 | (678925689612, 29016076465) 1
(-28957131006, 10942807973) 1 | (10942807973, 28957131006) 1
(-28863265512, 11) 3 | (11, 28863265512) 6
(-28831809652, 30617240033) 3 | (30617240033, 28831809652) 6
(-28749773160, 3757) 1 | (3757, 28749773160) 1
(-28514043921, 1306) 3 | (1306, 28514043921) 4
(-28158740424, 63834303197) 1 | (63834303197, 28158740424) 2
(-28110191413, 30093186495) 2 | (30093186495, 28110191413) 1
(-27335908787, 488888451490) 1 | (488888451490, 27335908787) 3
(-26997768091, 125809130271) 2 | (125809130271, 26997768091) 5
(-26933637961, 335442007453) 1 | (335442007453, 26933637961) 1
(-26884614057, 2351656) 2 | (2351656, 26884614057) 1
(-26752764555, 302578504997) 7 | (302578504997, 26752764555) 1
(-26486404396, 980572716373) 1 | (980572716373, 26486404396) 3
(-26442475771, 41023433794) 11 | (41023433794, 26442475771) 16
(-25727388487, 24555164043) 34 | (24555164043, 25727388487) 59
(-25363358647, 5) 4 | (5, 25363358647) 1
(-25320482819, 645450896619976) 5 | (645450896619976, 25320482819) 3
(-25190986487, 8472700697188) 4 | (8472700697188, 25190986487) 4
(-25156427828, 270615180315) 4 | (270615180315, 25156427828) 6
(-24848266563, 571458383614) 1 | (571458383614, 24848266563) 1
(-24757861583, 50412524) 1 | (50412524, 24757861583) 2
(-24381268867, 263308) 1 | (263308, 24381268867) 1
(-24313936285, 69122436211) 6 | (69122436211, 24313936285) 1
(-24051675921, 81843329290) 4 | (81843329290, 24051675921) 1
(-23780615750, 1558637829) 2 | (1558637829, 23780615750) 6
(-23745041423, 1166367954107) 1 | (1166367954107, 23745041423) 4
(-23711963720, 5112500549) 2 | (5112500549, 23711963720) 4
(-23413166875, 58402481758353) 4 | (58402481758353, 23413166875) 1
(-23318341333, 55245941932) 2 | (55245941932, 23318341333) 1
(-23236936591, 92325350770) 8 | (92325350770, 23236936591) 0
(-23225414164, 2729) 6 | (2729, 23225414164) 4
(-23188358314, 10753811628442275) 1 | (10753811628442275, 23188358314) 2
(-23180442872, 58248430441) 2 | (58248430441, 23180442872) 7
(-23070385377, 7046894992956103) 1 | (7046894992956103, 23070385377) 1
(-22491329669, 96932793670) 1 | (96932793670, 22491329669) 3
(-21729186711, 23594995730) 5 | (23594995730, 21729186711) 1
(-21718727695, 4) 2 | (4, 21718727695) 3
(-21087163286, 427853230149) 10 | (427853230149, 21087163286) 0
(-21081587315, 1) 3 | (1, 21081587315) 3
(-21061151822, 9) 1 | (9, 21061151822) 6
(-20963773450, 29895354963) 9 | (29895354963, 20963773450) 1
(-20952176833, 242689) 1 | (242689, 20952176833) 3
(-20720841236, 35948258735) 8 | (35948258735, 20720841236) 1
(-20637676185, 32802086311) 9 | (32802086311, 20637676185) 0
(-20619962338, 7) 3 | (7, 20619962338) 4
(-20540053351, 7) 1 | (7, 20540053351) 1
(-20513605892, 15991923771) 1 | (15991923771, 20513605892) 4
(-20376542011, 85989578928) 8 | (85989578928, 20376542011) 1
(-20285989181, 205652606839226) 9 | (205652606839226, 20285989181) 1
(-20200104695, 294937372690334) 4 | (294937372690334, 20200104695) 2
(-19986271843, 4787228644) 13 | (4787228644, 19986271843) 81
(-19956763077, 5181337349) 2 | (5181337349, 19956763077) 6
(-19642244421, 15562102717) 1 | (15562102717, 19642244421) 1
(-19189656245, 38348927271) 1 | (38348927271, 19189656245) 2
(-18969097801, 265852832963708493) 3 | (265852832963708493, 18969097801) 2
(-18548021441, 74389013183) 1 | (74389013183, 18548021441) 1
(-18507723818, 3255549273923111) 1 | (3255549273923111, 18507723818) 4
(-18177912306, 99669190643) 3 | (99669190643, 18177912306) 3
(-18152413809, 67207684) 2 | (67207684, 18152413809) 1
(-18129905153, 223289927866) 2 | (223289927866, 18129905153) 1
(-17945453999, 6815799307432) 2 | (6815799307432, 17945453999) 1
(-17764370395, 15765078598) 1 | (15765078598, 17764370395) 1
(-17694310595, 3) 1 | (3, 17694310595) 1
(-17501404010, 6443584297) 1 | (6443584297, 17501404010) 1
(-17486107017, 7537618) 1 | (7537618, 17486107017) 8
(-17430900456, 43214297693291) 1 | (43214297693291, 17430900456) 2
(-17282017928, 2789781553) 3 | (2789781553, 17282017928) 2
(-17245840475, 942286869529674808) 7 | (942286869529674808, 17245840475) 3
(-17190867646, 89167) 5 | (89167, 17190867646) 0
(-16674074109, 27770149247) 5 | (27770149247, 16674074109) 1
(-16655188424, 3) 3 | (3, 16655188424) 2
(-16624589045, 57595503171) 10 | (57595503171, 16624589045) 0
(-16588278275, 73549269043) 2 | (73549269043, 16588278275) 5
(-16453209183, 116) 3 | (116, 16453209183) 7
(-16410084542, 123647186135) 5 | (123647186135, 16410084542) 4
(-16365032993, 5858214) 2 | (5858214, 16365032993) 5
(-16265731462, 87599) 37 | (87599, 16265731462) 18
(-16238949905, 838) 221 | (838, 16238949905) 36
(-16086837161, 2474420759977) 4 | (2474420759977, 16086837161) 1
(-15930815917, 10295213978) 7 | (10295213978, 15930815917) 2
(-15864553233, 4386817) 1 | (4386817, 15864553233) 1
(-15847578466, 3950871) 20 | (3950871, 15847578466) 53
(-15624769858, 841475957) 1 | (841475957, 15624769858) 1
(-15262900529, 73416658) 1 | (73416658, 15262900529) 9
(-15084974862, 12299826664252909) 2 | (12299826664252909, 15084974862) 4
(-14963894802, 452747) 2 | (452747, 14963894802) 3
(-14820035779, 42395) 3 | (42395, 14820035779) 4
(-14779267046, 893) 2 | (893, 14779267046) 3
(-14721019178, 1917668413963069) 5 | (1917668413963069, 14721019178) 2
(-14714587546, 293) 21 | (293, 14714587546) 63
(-14565806155, 46023194314) 8 | (46023194314, 14565806155) 2
(-14544012644, 407) 4 | (407, 14544012644) 4
(-14448820892, 27936572441) 2 | (27936572441, 14448820892) 6
(-14381243206, 7935091173) 9 | (7935091173, 14381243206) 1
(-14143596047, 81794) 1 | (81794, 14143596047) 2
(-14074763657, 28007072448) 1 | (28007072448, 14074763657) 5
(-13964626848, 14770006782294125) 2 | (14770006782294125, 13964626848) 1
(-13922096744, 3689622791) 2 | (3689622791, 13922096744) 1
(-13918730827, 26612248349) 3 | (26612248349, 13918730827) 1
(-13620369036, 132626487761303) 2 | (132626487761303, 13620369036) 1
(-13526724536, 16911257067) 2 | (16911257067, 13526724536) 1
(-13506004431, 138148850555121988) 2 | (138148850555121988, 13506004431) 4
(-13474968538, 4680436721) 6 | (4680436721, 13474968538) 4
(-13364556118, 3004686938495439) 5 | (3004686938495439, 13364556118) 1
(-13309721891, 22571376289) 2 | (22571376289, 13309721891) 2
(-13254807819, 19900475662) 4 | (19900475662, 13254807819) 6
(-12887197256, 755) 7 | (755, 12887197256) 2
(-12868947882, 241) 1 | (241, 12868947882) 1
(-12663512329, 32433645238) 5 | (32433645238, 12663512329) 4
(-12433827271, 3291554595) 6 | (3291554595, 12433827271) 4
(-12260070058, 45049853399) 6 | (45049853399, 12260070058) 3
(-12242797546, 26782414923879) 2 | (26782414923879, 12242797546) 2
(-12155149576, 38724536891079) 4 | (38724536891079, 12155149576) 6
(-11845113320, 14841765973) 3 | (14841765973, 11845113320) 5
(-11771663337, 37669859267) 3 | (37669859267, 11771663337) 4
(-11655028059, 89375988461) 2 | (89375988461, 11655028059) 5
(-11264005709, 96806730959) 3 | (96806730959, 11264005709) 2
(-11261995643, 7273472453) 4 | (7273472453, 11261995643) 1
(-11222050885, 39066412297) 8 | (39066412297, 11222050885) 0
(-10897610653, 34879159627) 41 | (34879159627, 10897610653) 54
(-10643720739, 2165386448) 3 | (2165386448, 10643720739) 1
(-10455187934, 214149407) 1 | (214149407, 10455187934) 6
(-10279902249, 18437340257) 1 | (18437340257, 10279902249) 1
(-10023466543, 216013729883) 5 | (216013729883, 10023466543) 5
(-9960803587, 9874044710) 15 | (9874044710, 9960803587) 55
(-9959127069, 2727570253) 10 | (2727570253, 9959127069) 73
(-9895876473, 9144288674) 2 | (9144288674, 9895876473) 1
(-9881992589, 1146774014) 5 | (1146774014, 9881992589) 0
(-9874016594, 1096184987) 1 | (1096184987, 9874016594) 0
(-9843057279, 5277467198) 3 | (5277467198, 9843057279) 1
(-9811892711, 788346) 56 | (788346, 9811892711) 4
(-9808359318, 11696252213) 4 | (11696252213, 9808359318) 1
(-9804010675, 31779856465791512) 47 | (31779856465791512, 9804010675) 23
(-9787805333, 3050) 4 | (3050, 9787805333) 1
(-9728239294, 6741137999) 1 | (6741137999, 9728239294) 2
(-9681625017, 3807680345) 7 | (3807680345, 9681625017) 1
(-9568767421, 1169834) 5 | (1169834, 9568767421) 4
(-9550813787, 919230452) 7 | (919230452, 9550813787) 1
(-9517094695, 155968819898) 2 | (155968819898, 9517094695) 12
(-9488409052, 47) 4 | (47, 9488409052) 1
(-9451582239, 8039305519) 10 | (8039305519, 9451582239) 0
(-9444276770, 40381936143) 1 | (40381936143, 9444276770) 1
(-9438248783, 3784380808) 4 | (3784380808, 9438248783) 5
(-9395846073, 5446187347134766) 4 | (5446187347134766, 9395846073) 4
(-9379222005, 9486588923101) 3 | (9486588923101, 9379222005) 0
(-9350568923, 12622895819) 4 | (12622895819, 9350568923) 3
(-9321389739, 9170722273) 1 | (9170722273, 9321389739) 3
(-9321086021, 203892657056) 3 | (203892657056, 9321086021) 2
(-9266293097, 84436) 82 | (84436, 9266293097) 0
(-9260470885, 62679960962) 1 | (62679960962, 9260470885) 1
(-9228455707, 63470) 5 | (63470, 9228455707) 7
(-9189695502, 38855355227730823) 2 | (38855355227730823, 9189695502) 1
(-9146761820, 3155910281) 1 | (3155910281, 9146761820) 1
(-9110989687, 1987670537) 2 | (1987670537, 9110989687) 3
(-9071441963, 3787173159729) 7 | (3787173159729, 9071441963) 3
(-9058516624, 8944883677167423) 7 | (8944883677167423, 9058516624) 1
(-9050498900, 523374267681) 3 | (523374267681, 9050498900) 2
(-9049700907, 6176974630) 1 | (6176974630, 9049700907) 4
(-8946604563, 1439831984) 7 | (1439831984, 8946604563) 3
(-8936825276, 44847556689) 1 | (44847556689, 8936825276) 1
(-8836730315, 54181344303) 3 | (54181344303, 8836730315) 6
(-8807093730, 5297085433) 4 | (5297085433, 8807093730) 2
(-8787726400, 5486985251) 1 | (5486985251, 8787726400) 7
(-8780899198, 10107287559931) 2 | (10107287559931, 8780899198) 1
(-8758665097, 2976073994) 49 | (2976073994, 8758665097) 22
(-8742254031, 3891980) 1 | (3891980, 8742254031) 1
(-8732058041, 80193218857433) 5 | (80193218857433, 8732058041) 3
(-8731342907, 505703963) 48 | (505703963, 8731342907) 31
(-8539774129, 24879247667) 2 | (24879247667, 8539774129) 1
(-8531571691, 29581) 3 | (29581, 8531571691) 4
(-8527389283, 125466) 1 | (125466, 8527389283) 8
(-8470291608, 844429092047) 1 | (844429092047, 8470291608) 2
(-8424277871, 88853115309) 4 | (88853115309, 8424277871) 1
(-8406911221, 43739719182711108) 1 | (43739719182711108, 8406911221) 2
(-8401122873, 945492936076691) 2 | (945492936076691, 8401122873) 2
(-8388601219, 10978) 2 | (10978, 8388601219) 1
(-8369748247, 8761207895657557) 6 | (8761207895657557, 8369748247) 1
(-8241982841, 618465656263) 6 | (618465656263, 8241982841) 3
(-8202007597, 970086071) 8 | (970086071, 8202007597) 2
(-8150976247, 5609860325) 6 | (5609860325, 8150976247) 0
(-8146531026, 5959981985579) 1 | (5959981985579, 8146531026) 3
(-8081746381, 792) 2 | (792, 8081746381) 4
(-8059921169, 3722389283033933) 3 | (3722389283033933, 8059921169) 1
(-7986212609, 624565669) 1 | (624565669, 7986212609) 1
(-7946327228, 4608238653) 1 | (4608238653, 7946327228) 7
(-7938253883, 8868281160) 1 | (8868281160, 7938253883) 1
(-7919452262, 3204320405) 1 | (3204320405, 7919452262) 1
(-7914322951, 90546598261) 22 | (90546598261, 7914322951) 43
(-7865086159, 40769257968) 4 | (40769257968, 7865086159) 1
(-7805958108, 84868263107) 6 | (84868263107, 7805958108) 2
(-7765504973, 8570738839) 31 | (8570738839, 7765504973) 57
(-7716915373, 75464700556507) 3 | (75464700556507, 7716915373) 1
(-7701923927, 211825007540) 1 | (211825007540, 7701923927) 2
(-7643893814, 6936657945) 3 | (6936657945, 7643893814) 2
(-7545815979, 7549679537) 3 | (7549679537, 7545815979) 7
(-7525514211, 43120281760) 6 | (43120281760, 7525514211) 1
(-7521213920, 6539020203) 3 | (6539020203, 7521213920) 3
(-7393075833, 4775112305) 5 | (4775112305, 7393075833) 3
(-7387941455, 5988) 2 | (5988, 7387941455) 2
(-7322604482, 6267577899) 2 | (6267577899, 7322604482) 8
(-7217184113, 8957273577) 18 | (8957273577, 7217184113) 33
(-7210503838, 4432035907) 73 | (4432035907, 7210503838) 0
(-7197808351, 164131943) 5 | (164131943, 7197808351) 5
(-7174307600, 8662804219) 2 | (8662804219, 7174307600) 1
(-7151528858, 35) 1 | (35, 7151528858) 9
(-7135216375, 81194642859) 7 | (81194642859, 7135216375) 3
(-7037627520, 9755059967) 1 | (9755059967, 7037627520) 1
(-6974633176, 9035401999) 2 | (9035401999, 6974633176) 1
(-6953189907, 6248533692488914) 15 | (6248533692488914, 6953189907) 16
(-6870803313, 686448920) 2 | (686448920, 6870803313) 2
(-6770047504, 1545) 5 | (1545, 6770047504) 2
(-6767221515, 62) 1 | (62, 6767221515) 3
(-6762475301, 9352073938) 1 | (9352073938, 6762475301) 1
(-6745103051, 17162265542) 5 | (17162265542, 6745103051) 4
(-6622308281, 12) 9 | (12, 6622308281) 3
(-6547357545, 66956) 6 | (66956, 6547357545) 1
(-6542188735, 7654570957) 4 | (7654570957, 6542188735) 4
(-6501136689, 6963764215) 23 | (6963764215, 6501136689) 47
(-6409072385, 5330440524194) 17 | (5330440524194, 6409072385) 55
(-6354640816, 13779) 4 | (13779, 6354640816) 3
(-6339851383, 48385166) 1 | (48385166, 6339851383) 5
(-6312521762, 9) 2 | (9, 6312521762) 5
(-6299535109, 2941591920) 11 | (2941591920, 6299535109) 6
(-6250222471, 5592646727) 2 | (5592646727, 6250222471) 5
(-6078441994, 7711657599) 4 | (7711657599, 6078441994) 5
(-6056925133, 133019567708879) 2 | (133019567708879, 6056925133) 0
(-6022801199, 88348518430) 3 | (88348518430, 6022801199) 1
(-6001466841, 456407540) 2 | (456407540, 6001466841) 3
(-5961137744, 8804025275) 22 | (8804025275, 5961137744) 60
(-5940226302, 5640113077) 8 | (5640113077, 5940226302) 1
(-5899402155, 8832468920960719) 4 | (8832468920960719, 5899402155) 1
(-5884391798, 8911388091) 4 | (8911388091, 5884391798) 1
(-5859074917, 14945396872) 1 | (14945396872, 5859074917) 6
(-5724091019, 6642949265) 1 | (6642949265, 5724091019) 1
(-5707853189, 87120096) 1 | (87120096, 5707853189) 1
(-5656784602, 757184818751) 2 | (757184818751, 5656784602) 5
(-5639550619, 50772117194) 2 | (50772117194, 5639550619) 3
(-5623209631, 182467) 5 | (182467, 5623209631) 4
(-5575134087, 77045882383) 6 | (77045882383, 5575134087) 1
(-5501306115, 1640994829) 3 | (1640994829, 5501306115) 1
(-5481362459, 9608510184) 8 | (9608510184, 5481362459) 1
(-5468908195, 9224379) 3 | (9224379, 5468908195) 3
(-5467396263, 893665941463) 3 | (893665941463, 5467396263) 1
(-5466741778, 419507541) 64 | (419507541, 5466741778) 17
(-5448947986, 5069794645) 2 | (5069794645, 5448947986) 1
(-5423501021, 45) 2 | (45, 5423501021) 2
(-5297679596, 9132352478346269) 6 | (9132352478346269, 5297679596) 1
(-5295585650, 5734904459) 6 | (5734904459, 5295585650) 4
(-5295561577, 3520394858) 1 | (3520394858, 5295561577) 7
(-5282742218, 1142509) 6 | (1142509, 5282742218) 3
(-5277968650, 5341816643) 2 | (5341816643, 5277968650) 0
(-5220222503, 6365472) 4 | (6365472, 5220222503) 1
(-5162168696, 5552235153) 2 | (5552235153, 5162168696) 4
(-5147699203, 89446297127004143) 4 | (89446297127004143, 5147699203) 4
(-5124653487, 53972483037915916) 4 | (53972483037915916, 5124653487) 5
(-5078808267, 813628809898192) 4 | (813628809898192, 5078808267) 0
(-5069482776, 99660541053547) 67 | (99660541053547, 5069482776) 28
(-5038016311, 29256412414) 3 | (29256412414, 5038016311) 4
(-4994094326, 51718984671998841) 4 | (51718984671998841, 4994094326) 1
(-4979128361, 4448230204) 2 | (4448230204, 4979128361) 5
(-4969384805, 754266563) 4 | (754266563, 4969384805) 5
(-4889022419, 9270755551) 1 | (9270755551, 4889022419) 8
(-4870217076, 5761458509) 4 | (5761458509, 4870217076) 2
(-4851777157, 3940239995218) 54 | (3940239995218, 4851777157) 46
(-4850271194, 557805295448151417) 3 | (557805295448151417, 4850271194) 0
(-4824343817, 37840619431) 2 | (37840619431, 4824343817) 1
(-4808419429, 24522757515) 1 | (24522757515, 4808419429) 1
(-4791582857, 2729445529) 1 | (2729445529, 4791582857) 1
(-4790928059, 42096924683) 1 | (42096924683, 4790928059) 1
(-4781047362, 5350496845) 3 | (5350496845, 4781047362) 5
(-4759648978, 13486014923) 1 | (13486014923, 4759648978) 1
(-4683245291, 1751184568) 35 | (1751184568, 4683245291) 4
(-4669931209, 470519691) 2 | (470519691, 4669931209) 6
(-4639993468, 1932687) 5 | (1932687, 4639993468) 2
(-4601483311, 1876999274) 1 | (1876999274, 4601483311) 1
(-4569526626, 62972868551394391) 1 | (62972868551394391, 4569526626) 4
(-4550521762, 9066648087) 2 | (9066648087, 4550521762) 3
